Accel. Pedal Pos. (%),Boost Pressure (psi),Actual AFR (AFR),Airflow Mass (lb/min),Charge Air Temp. (F),Coolant Temp. (F),ETC Angle Actual (degrees),Engine RPM (RPM),Est. Horsepower (hp),Estimated Torque (ft-lb),Gear Current (Gear),Ign Corr. Cyl1 (degrees),Ign Timing Cyl1 (degrees),LTFT (%),Lambda (Raw) (AFR),Load Actual (%),Load Des. TQ Ctl (%),Oct Adj Ratio Lrn (Mult),STFT (%),VCT-E Angle Act. (degrees),VCT-I Angle Act. (degrees),WGDC Actual (%),AP Info:[AP3-FOR-001 v1.7.3.0-17779][USDM 2016 Focus ST (50S)][Reflash: Stage3 93 OCT or 98 RON v504.ptm]
66,10.02,13.52,14.11,106,189.9,40.47,3562,132.6,195.5,2,0,7.4,3.91,13.67,1.516,1.778,-1,-0.78,0.6,-32.8,42.84,0
70,10.92,13.38,15.34,106,189.9,74.07,3600,131.2,191.4,2,0.2,7.62,3.91,13.52,1.516,1.963,-1,-0.78,2,-34.2,47.33,0
74,11.38,13.23,15.34,105.6,189.9,80.99,3674,133.6,191,2,0.2,7.2,3.91,13.23,1.6,2.11,-1,-1.56,4.2,-34.8,49.01,0
76,12.14,13.23,16.31,105.6,189.9,82.19,3737,136.4,191.7,2,0,7.05,3.91,13.23,1.6,2.183,-1,-1.56,5.4,-35.6,50.62,0
76,13.11,13.08,16.31,105.6,189.9,82.09,3797,139.1,192.4,2,0.2,6.91,3.91,13.08,1.672,2.216,-1,-1.56,6.7,-35.6,52.36,0
76,14.19,13.08,17.9,105.6,189.9,82.09,3839,143,195.7,2,0.4,6.64,3.91,13.08,1.672,2.266,-1,-1.56,6.9,-35.7,55.44,0
76,14.99,13.08,17.9,105.6,189.9,82.08,3932,146.3,195.5,2,0.4,6.37,3.91,13.08,1.774,2.314,-1,-1.56,6.5,-35.2,56.74,0
76,15.9,13.08,19.1,105.6,189.9,82.08,3995,148.1,194.7,2,0.6,6.78,3.91,13.08,1.847,2.356,-1,-0.78,5.9,-34.9,57.34,0
76,16.52,13.08,19.1,105.6,189.9,82.08,4056,153,198,2,0.8,7.24,3.91,13.08,1.847,2.278,-1,0,5.4,-34.4,57.46,0
74,17.08,12.94,20.41,105.6,189.9,82.08,4093,155.4,199.4,2,1,7.49,3.91,13.08,1.901,1.978,-1,-0.78,5,-33.8,56.41,0
67,17.55,12.94,21.4,105.6,189.9,82.08,4204,160.9,201,2,1.2,7.81,3.91,12.94,1.901,1.797,-1,0,4.3,-33.1,48.57,0
60,17.8,12.79,21.4,105.6,189.9,73.07,4306,164,200,2,1.4,7.81,3.91,12.79,1.951,1.689,-1,0,0.1,-32.5,45.79,0
56,16.73,12.79,19.86,105.6,189.9,39.02,4399,153.3,183.1,2,1.6,8.35,3.91,12.79,1.951,1.621,-1,0.78,-0.6,-31.8,41.28,0
51,14.19,12.2,19.86,105.6,189.9,27.68,4347,144.7,174.8,2,1.6,10.39,3.91,12.35,1.741,1.492,-1,0,-0.6,-30.8,38.34,0
48,12.56,12.2,18.24,105.6,189.9,25.52,4344,141.4,170.9,2,1.8,12,3.91,12.2,1.741,1.401,-1,-1.56,-0.7,-30.1,35.67,0
46,10.64,12.05,18.24,105.6,189.9,24.1,4421,138.8,164.8,2,1.8,12.82,3.91,12.2,1.534,1.376,-1,-2.34,-0.7,-29.2,35.73,0
46,8.96,12.2,16.01,106,189.9,23.69,4503,137.9,160.9,2,2,14.39,3.91,12.2,1.366,1.356,-1,-3.91,-0.7,-28.7,37.71,0
46,7.96,12.64,16.01,106,189.9,24.01,4530,137,158.9,2,2,16.22,3.91,12.64,1.366,1.319,-1,-4.69,-0.8,-27.9,37.72,0
46,7.54,13.38,15.68,105.6,189.9,24.59,4557,138.1,159.2,2,2.2,17.61,3.91,13.08,1.297,1.284,-1,-3.12,-0.7,-27.4,36.48,0
44,7.02,13.82,15.68,105.6,189.9,24.96,4601,136.5,155.8,2,2.2,18.85,3.91,13.67,1.297,1.243,-1,-2.34,-0.8,-26.9,36,0
44,6.54,13.96,15.19,105.6,189.9,24.98,4655,136.3,153.8,2,2.4,19.8,3.91,13.96,1.239,1.222,-1,-1.56,-0.8,-26.1,35.04,0
43,6.19,14.11,14.97,105.6,189.9,25.13,4692,135.7,151.9,2,2.4,20.39,3.91,14.11,1.239,1.188,-1,-1.56,-0.8,-24.7,33.7,0
42,5.79,14.26,14.97,105.6,189.9,25.18,4729,135.5,150.5,2,2.6,21.08,3.91,14.26,1.201,1.112,-1,-0.78,-0.8,-22.4,32.24,0
38,5.35,14.26,14.36,105.6,189.9,24.67,4765,131.5,145,2,2.6,21.89,3.91,14.26,1.201,0.848,-1,-0.78,-0.7,-20.1,26.74,0
30,4.7,14.26,14.36,105.6,189.7,23.53,4795,114.2,125.1,2,2.8,24.05,3.91,14.26,1.133,0.547,-1,-0.78,-0.6,-17,16.68,0
15,1.11,14.41,9.61,105.6,189.7,17.25,4772,68.2,75,2,2.8,27.53,3.91,14.41,1.133,0.309,-1,-0.78,-0.8,-14.6,0,0
6,-3.13,14.41,9.61,105.4,189.7,10.5,4695,32.1,35.9,2,3,11.99,3.91,14.41,0.747,0.214,-1,-0.78,-0.6,-13.2,0,0
0,-7.47,14.7,3.76,105.4,189.7,8.38,4677,5.5,6.2,2,0,7.16,5.47,14.7,0.291,0.162,-1,-0.78,-0.8,-11.9,0,0
0,-9.42,14.99,3.76,105.4,189.7,6.51,4690,-0.7,-0.8,2,0,14.35,5.47,14.99,0.291,0.163,-1,0.78,-0.7,-9.4,0,0
0,-10.42,14.85,2.22,105.4,189.7,6.03,4728,-1.6,-1.8,2,0,15.79,3.91,14.85,0.176,0.166,-1,1.56,-0.6,-2.3,0,0
0,-10.6,14.55,2.07,105.4,189.7,6.85,4778,-1.7,-1.8,2,0,18.11,3.91,14.7,0.176,0.166,-1,0.78,-0.8,-0.7,0,0
0,-10.55,14.26,2.07,105.4,189.7,7.41,4777,-1.6,-1.8,2,0,24.38,3.12,14.26,0.163,0.166,-1,-0.78,-0.6,-0.6,0,0
0,-10.49,14.11,2.13,105.4,189.7,7.69,4768,-1.6,-1.8,2,0,34.56,3.12,14.11,0.163,0.166,-1,-1.56,-0.8,-0.7,0,0
0,-10.46,14.11,2.13,105.4,189.7,7.83,4763,-1.8,-2,2,0,34.5,3.12,14.11,0.165,0.166,-1,-2.34,-0.7,-0.6,0,0
0,-10.45,14.26,2.11,105.4,189.7,7.97,4765,-1.9,-2.1,2,0,28.42,3.12,14.11,0.165,0.166,-1,-2.34,-0.7,-0.7,0,0
0,-10.47,14.26,2.11,105.3,189.7,8.06,4760,-1.9,-2.1,2,0,23.26,3.12,14.26,0.164,0.166,-1,-1.56,-0.7,-0.6,0,0
0,-10.43,14.41,2.1,105.3,189.7,8.19,4757,-2,-2.3,2,0,22.58,3.12,14.41,0.163,0.165,-1,-1.56,-0.7,-0.6,0,0
0,-10.48,14.55,2.1,105.3,189.7,8.21,4744,-2,-2.2,2,0,20.89,3.12,14.55,0.163,0.165,-1,-1.56,-0.8,-0.6,0,0
0,-10.48,14.55,2.08,105.1,189.7,8.21,4717,-2,-2.2,2,0,20.03,3.12,14.55,0.162,0.165,-1,-1.56,-0.7,-0.6,0,0
0,-10.48,14.7,2.08,105.1,189.7,8.21,4694,-2,-2.2,2,0,18.85,3.12,14.7,0.162,0.164,-1,-1.56,-0.6,-0.7,0,0
0,-10.49,14.7,2.05,105.1,189.7,8.21,4675,-1.8,-2.1,2,0,17.79,3.12,14.7,0.161,0.164,-1,0,-0.7,-0.7,0,0
0,-10.48,14.7,2.04,105.1,189.7,8.21,4658,-1.8,-2,2,0,17.31,3.12,14.7,0.161,0.164,-1,0,-0.8,-0.6,0,0
0,-10.46,14.7,2.04,105.1,189.7,8.22,4632,-1.7,-1.9,2,0,17.11,3.12,14.7,0.161,0.16,-1,0,-0.6,-0.6,0,0
0,-10.49,14.7,2.02,105.1,189.7,8.23,4604,-1.3,-1.5,2,0,17.09,3.12,14.7,0.161,0.159,-1,0,-0.6,-0.7,0,0
0,-10.48,14.85,2.02,105.1,189.7,8.13,4568,-1.2,-1.3,2,0,16.38,3.12,14.85,0.16,0.159,-1,0,-0.6,-0.6,0,0
0,-10.48,15.14,1.99,105.1,189.7,8.1,4549,-1.2,-1.3,2,0,16.28,3.12,15.14,0.16,0.159,-1,0,-0.7,-0.7,0,0
0,-10.47,15.43,1.99,105.1,189.7,8.09,4511,-1,-1.1,2,0,16.06,3.12,15.43,0.16,0.157,-1,0,-0.6,-0.6,0,0
0,-10.45,15.58,1.97,104.9,189.7,7.93,4453,-0.9,-1.1,2,0,15.66,3.12,15.58,0.16,0.157,-1,0,-0.6,-0.6,0,0
0,-10.47,16.17,1.97,104.9,189.7,7.77,4382,-0.7,-0.8,2,0,15.56,3.12,15.88,0.16,0.156,-1,0,-0.6,-0.7,0,0
0,-10.47,16.76,1.89,104.9,189.7,7.63,4335,-0.6,-0.7,2,0,15.27,3.12,16.61,0.156,0.156,-1,0,-0.7,-0.4,0,0
0,-10.47,17.2,1.81,104.9,189.7,7.55,4308,-0.5,-0.7,2,0,15.36,3.12,17.35,0.156,0.155,-1,0,-0.6,-0.6,0,0
0,-10.48,18.23,1.81,104.9,189.9,7.48,4265,-0.5,-0.6,2,0,15.03,2.34,18.38,0.154,0.155,-1,0,-0.7,-0.5,0,0
0,-10.48,19.11,1.8,104.9,189.9,7.48,4217,-0.3,-0.4,2,0,14.86,2.34,19.11,0.154,0.154,-1,0,-0.5,-0.6,0,0
0,-10.44,19.4,1.8,104.9,189.7,7.41,4183,-0.3,-0.4,2,0,14.55,2.34,19.55,0.155,0.152,-1,0,-0.6,-0.5,0,0
0,-10.42,21.02,1.76,104.9,189.7,7.37,4137,-0.2,-0.2,2,0,14.39,2.34,20.58,0.155,0.152,-1,0,-0.6,-0.4,0,0
0,-10.41,22.34,1.76,104.9,189.9,7.26,4094,-0.2,-0.2,2,0,14.13,2.34,22.05,0.154,0.151,-1,0,-0.6,-0.6,0,0
0,-10.43,22.93,1.7,104.9,189.9,7.15,4077,-0.2,-0.3,2,0,14.25,2.34,23.23,0.152,0.152,-1,0,-0.6,-0.3,0,0
0,-10.46,24.7,1.7,104.9,189.9,7.05,4075,0,-0.1,2,0,14.35,2.34,25.43,0.152,0.152,-1,0,-0.7,-0.5,0,0
0,-10.4,27.34,1.69,104.9,189.9,7.11,4042,0.1,0.1,2,0,14.06,2.34,27.64,0.153,0.152,-1,0,-0.6,-0.4,0,0
0,-10.4,30.28,1.69,104.9,189.9,7.04,3991,0.2,0.3,2,0,13.62,2.34,30.72,0.153,0.15,-1,0,-0.6,-0.5,0,0
0,-10.38,33.37,1.7,104.9,189.9,7,3927,0.6,0.8,2,0,13.04,2.34,33.22,0.155,0.149,-1,0,-0.6,-0.4,0,0
0,-10.32,34.99,1.66,104.9,189.9,6.96,3885,0.8,1.1,2,0,12.67,2.34,35.28,0.155,0.147,-1,0,-0.6,-0.5,0,0
0,-10.39,35.87,1.66,104.9,189.9,6.64,3856,1,1.3,2,0,12.64,2.34,36.46,0.154,0.141,-1,0,-0.6,-0.4,0,0
0,-10.43,37.78,1.57,104.9,189.9,6.43,3864,0.6,0.9,2,0,12.79,2.34,37.93,0.154,0.135,-1,0,-0.5,-0.4,0,0
0,-10.55,39.4,1.57,104.9,189.9,6.1,3848,0.2,0.3,2,0,13.26,2.34,39.4,0.15,0.13,-1,0,-0.6,-0.3,0,0
0,-10.63,40.28,1.47,104.9,189.9,5.79,3802,-0.4,-0.5,2,0,13.33,2.34,40.42,0.15,0.122,-1,0,-0.5,-0.5,0,0
0,-10.78,41.6,1.47,104.9,189.9,5.41,3743,-1,-1.4,2,0,13.59,2.34,41.01,0.141,0.117,-1,0,-0.7,-0.4,0,0
0,-10.96,41.6,1.32,104.9,190,4.97,3705,-1.3,-1.9,2,0,13.93,2.34,41.89,0.128,0.112,-1,0,-0.6,-0.4,0,0
0,-11.05,42.19,1.32,104.9,190,4.81,3683,-2,-2.9,2,0,14.18,2.34,42.19,0.128,0.109,-1,0,-0.6,-0.3,0,0
0,-11.17,42.04,1.2,104.9,190,4.59,3670,-2.2,-3.1,2,0,14.68,2.34,42.19,0.12,0.108,-1,0,-0.5,-0.5,0,0
0,-11.25,42.48,1.15,104.9,190,4.54,3637,-2.3,-3.2,2,0,14.93,2.34,42.34,0.12,0.108,-1,0,-0.6,-0.4,0,0
0,-11.27,42.63,1.15,104.9,190,4.54,3604,-2,-3,2,0,14.58,2.34,42.63,0.116,0.107,-1,0,-0.4,-0.4,0,0
0,-11.31,42.63,1.14,104.9,190,4.52,3559,-1.9,-2.9,2,0,14.36,2.34,42.48,0.116,0.108,-1,0,-0.6,-0.2,0,0
0,-11.29,42.48,1.14,104.9,190,4.52,3531,-1.8,-2.7,2,0,14.17,2.34,42.78,0.117,0.107,-1,0,-0.5,-0.4,0,0
0,-11.31,42.78,1.11,104.9,190,4.47,3495,-1.8,-2.7,2,0,14.02,2.34,42.92,0.117,0.106,-1,0,-0.5,-0.4,0,0
0,-11.34,42.78,1.11,104.9,190,4.26,3467,-2,-3,2,0,13.94,2.34,42.78,0.115,0.107,-1,0,-0.6,-0.4,0,0
0,-11.39,42.63,1.07,104.9,190,4.19,3449,-1.9,-3,2,0,13.93,2.34,42.48,0.113,0.106,-1,0,-0.4,-0.3,0,0
0,-11.4,42.48,1.07,104.9,190,4.17,3452,-2.1,-3.2,2,0,13.94,2.34,42.48,0.113,0.107,-1,0,-0.6,-0.4,0,0
0,-11.43,42.48,1.04,104.9,190,4.17,3456,-2.1,-3.2,2,0,14.12,2.34,42.92,0.112,0.107,-1,0,-0.4,-0.3,0,0
0,-11.42,42.34,1.04,104.9,190,4.17,3440,-2.1,-3.2,2,0,14.06,2.34,42.92,0.112,0.107,-1,0,-0.6,-0.3,0,0
0,-11.43,42.92,1.03,104.9,190,4.17,3412,-2.2,-3.3,2,0,14.03,2.34,42.92,0.111,0.106,-1,0,-0.4,-0.4,0,0
0,-11.44,42.63,1.03,104.9,190,4.13,3387,-2.1,-3.2,2,0,13.73,2.34,42.63,0.111,0.106,-1,0,-0.6,-0.2,0,0
0,-11.45,42.34,1.03,104.9,190,3.96,3389,-2.3,-3.5,2,0,13.73,2.34,42.48,0.111,0.107,-1,0,-0.4,-0.3,8.02,0
0,-11.49,42.92,1,104.9,190,3.91,3402,-2.4,-3.7,2,0,13.95,2.34,42.92,0.111,0.107,-1,0,-0.5,-0.2,0,0
0,-11.51,43.07,1,104.9,190,3.9,3383,-2.7,-4.2,2,0,13.94,2.34,42.48,0.109,0.106,-1,0,-0.4,-0.3,0,0
0,-11.53,42.78,0.99,104.9,190,3.87,3353,-2.5,-3.8,2,0,13.87,2.34,42.34,0.109,0.106,-1,0,-0.4,-0.2,8.13,0
0,-11.53,43.07,0.99,104.9,190,3.87,3340,-2.3,-3.7,2,0,13.73,2.34,43.07,0.108,0.107,-1,0,-0.4,-0.3,0,0
0,-11.51,42.78,0.98,104.9,190,3.87,3346,-2.4,-3.8,2,0,13.62,2.34,42.78,0.108,0.107,-1,0,-0.4,-0.2,0,0
0,-11.51,42.34,0.98,104.9,190,3.93,3340,-2.4,-3.8,2,0,13.6,2.34,42.48,0.108,0.107,-1,0,-0.5,-0.3,7.06,0
0,-11.52,43.07,0.98,104.9,190,3.97,3321,-2.2,-3.5,2,0,13.41,2.34,43.07,0.108,0.107,-1,0,-0.4,-0.3,0,0
0,-11.5,42.78,1,104.9,190,3.91,3319,-2.3,-3.6,2,0,13.34,2.34,42.19,0.108,0.107,-1,0,-0.6,-0.3,0,0
0,-11.49,42.34,1,104.9,190,3.91,3312,-2.2,-3.5,2,0,13.28,2.34,43.07,0.111,0.106,-1,0,-0.4,-0.3,3.62,0
0,-11.49,42.63,1,104.9,190,3.91,3284,-2.1,-3.3,2,0,15.07,2.34,42.78,0.111,0.115,-1,0,-0.5,-0.2,0,0
8,-11.48,42.78,1,104.9,190,3.98,3287,-2.4,-3.8,2,0,15.54,2.34,42.78,0.111,0.271,-1,0,-0.5,-0.3,22.23,0
12,-11.29,42.19,1.54,104.9,190,7.75,3295,2.3,3.7,2,0,13.06,2.34,42.34,0.111,0.283,-1,0,-0.4,-0.2,52.13,0
12,-9.49,38.81,1.54,104.9,190,10.71,3329,7.2,11.3,2,0,7.72,2.34,38.96,0.173,0.296,-1,0,-0.5,-0.4,56.83,0
12,-8.78,30.58,2.29,104.9,190,10.39,3355,9.5,14.9,2,0,7.32,2.34,34.1,0.258,0.332,-1,0,-0.4,-0.3,60.56,0
15,-8.27,22.78,2.29,104.9,190,10.66,3365,12.3,19.3,2,0,7.73,3.91,24.55,0.258,0.411,-1,0,1.4,-0.4,69.96,0
17,-7.53,20.43,3.1,104.9,190,12.86,3300,24.8,39.5,2,0,8.65,5.47,19.55,0.343,0.397,-1,0,11.7,-0.4,65.92,0
16,-6.08,17.49,3.1,104.9,190,14.14,3286,28.8,46,2,0,32.77,5.47,17.05,0.343,0.396,-1,0,19.6,-0.3,66.1,0
16,-5.7,15.88,3.54,104.9,190,13.13,3321,28,44.3,2,0,32.67,5.47,15.73,0.392,0.335,-1,0,21.8,-0.4,61.42,0
12,-5.85,14.99,2.95,104.9,190,11.88,3336,20.6,32.5,2,0,32.67,5.47,14.85,0.392,0.251,-1,-1.56,17.4,-0.2,46.36,0
5,-6.94,14.7,2.95,104.9,190,8.95,3280,10.2,16.4,2,0,20.37,5.47,14.7,0.332,0.186,-1,-3.91,14.2,-0.4,8.41,0
0,-8.45,14.85,1.78,104.9,190,6.1,3264,3.6,5.8,2,0,40.14,5.47,14.85,0.332,0.141,-1,-0.78,14,-0.2,1.39,0
0,-9.46,14.85,1.78,104.9,190,4.66,3282,2.2,3.5,2,0,48.46,2.34,14.85,0.198,0.138,-1,1.56,16.2,-0.3,14.59,0
0,-10.46,14.99,1.2,104.9,190,4,3291,0.3,0.4,2,0,52.29,2.34,14.99,0.198,0.141,-1,1.56,16.1,-0.2,5.28,0
0,-10.82,14.85,1.2,104.9,190,4.59,3275,0.2,0.3,2,0,53.21,2.34,14.85,0.137,0.142,-1,3.12,12.2,-0.2,0,0
0,-10.86,14.85,1.19,104.9,190,5.07,3273,0.1,0.2,2,0,42.49,2.34,14.7,0.134,0.139,-1,3.12,2.2,-0.4,15.72,0
0,-10.98,14.99,1.19,104.9,190,5.1,3264,0.5,0.8,2,0,31.2,2.34,14.99,0.134,0.139,-1,4.69,-0.5,-0.2,0,0
0,-11,14.99,1.18,104.9,190,5.17,3255,0.8,1.3,2,0,30.46,2.34,14.99,0.133,0.139,-1,6.25,-0.4,-0.4,0,0
0,-10.93,14.85,1.22,104.9,190,5.47,3244,0.8,1.3,2,0,23.66,2.34,14.85,0.133,0.139,-1,7.03,-0.4,-0.2,14.27,0
0,-10.9,14.55,1.22,104.9,190,5.5,3270,1.2,1.9,2,0,22.04,2.34,14.55,0.138,0.14,-1,7.03,-0.4,-0.4,0,0
0,-10.87,14.11,1.22,104.9,190,5.51,3267,0.9,1.5,2,0,21.16,2.34,14.26,0.138,0.139,-1,6.25,-0.3,-0.3,3.45,0
0,-10.86,13.82,1.22,104.9,190,5.53,3268,0.9,1.5,2,0,20.11,2.34,13.82,0.14,0.139,-1,5.47,-0.6,-0.2,14.89,0
0,-10.91,13.38,1.23,104.9,190,5.46,3258,1,1.6,2,0,18.99,2.34,13.52,0.14,0.139,-1,4.69,-0.4,-0.3,0,0
0,-10.89,13.23,1.23,104.9,190,5.55,3245,0.9,1.4,2,0,18.49,2.34,13.23,0.14,0.139,-1,3.12,-0.4,-0.2,13.67,0
0,-10.9,13.23,1.23,104.9,190,5.5,3223,0.9,1.5,2,0,17.3,2.34,13.23,0.14,0.139,-1,2.34,-0.4,-0.4,0,0
0,-10.9,13.23,1.23,104.9,190,5.41,3214,0.9,1.4,2,0,16.89,2.34,13.08,0.14,0.139,-1,1.56,-0.4,-0.2,3.5,0
0,-10.89,13.23,1.21,104.9,190,5.41,3224,0.8,1.3,2,0,16,2.34,13.23,0.139,0.14,-1,0.78,-0.5,-0.3,8.46,0
0,-10.91,13.38,1.21,104.9,190,5.49,3237,0.6,1,2,0,15.72,2.34,13.38,0.139,0.141,-1,0.78,-0.4,-0.2,3.27,0
0,-10.93,13.52,1.19,104.9,190,5.53,3230,0.5,0.8,2,0,15.21,2.34,13.52,0.137,0.141,-1,0,-0.6,-0.3,3.83,0
0,-10.93,13.82,1.19,104.9,190,5.53,3205,0.5,0.8,2,0,14.58,2.34,13.67,0.137,0.14,-1,0,-0.4,-0.3,3.59,0
0,-10.91,13.82,1.19,104.9,190.2,5.53,3182,0.5,0.8,2,0,13.79,2.34,13.96,0.137,0.14,-1,-0.78,-0.4,-0.2,3.42,0
0,-10.91,14.11,1.19,104.9,190.2,5.54,3167,0.6,1,2,0,13.07,2.34,14.11,0.137,0.14,-1,-0.78,-0.4,-0.3,3.81,0
0,-10.91,14.26,1.19,104.9,190.2,5.54,3165,0.6,1,2,0,12.55,2.34,14.26,0.137,0.14,-1,-0.78,-0.4,-0.3,4.08,0
0,-10.86,14.55,1.18,104.9,190.2,5.54,3149,0.5,0.9,2,0,11.73,2.34,14.55,0.137,0.138,-1,0,-0.4,-0.3,1.99,0
0,-10.89,14.85,1.18,104.9,190.2,5.54,3110,0.6,1.1,2,0,11.42,2.34,14.85,0.138,0.137,-1,0.78,-0.2,-0.2,4.35,0
0,-10.86,14.99,1.17,104.9,190.2,5.46,3077,0.5,0.8,2,0,10.44,2.34,14.99,0.137,0.137,-1,0,-0.4,-0.2,1.65,0
0,-10.88,14.99,1.17,104.9,190.2,5.41,3035,0.4,0.7,2,0,10,2.34,14.99,0.137,0.136,-1,0,-0.4,-0.2,2.93,0
0,-10.89,14.99,1.12,104.9,190.2,5.18,3000,0.2,0.4,2,0,9.31,2.34,14.99,0.134,0.135,-1,0,-0.4,-0.1,1.99,0
0,-10.95,15.14,1.06,104.9,190.2,5.04,2963,-0.1,-0.1,2,0,9.64,2.34,15.14,0.134,0.135,-1,0,-0.4,-0.3,2.02,0
0,-10.98,15.14,1.06,104.9,190.2,5.13,2931,0,0,2,0,9.64,2.34,15.14,0.13,0.131,-1,0,-0.2,-0.2,0,0
0,-10.97,15.29,1.04,104.9,190.2,5.06,2895,0.2,0.4,2,0,9.55,2.34,15.14,0.13,0.131,-1,0,-0.4,-0.2,0,0
0,-10.94,15.43,1.04,104.9,190.2,5.03,2876,0.1,0.1,2,0,9.05,2.34,15.29,0.131,0.131,-1,0,-0.3,-0.2,0,0
0,-10.94,15.58,1.03,104.9,190.2,5.03,2857,0.2,0.4,2,0,9.01,2.34,15.58,0.131,0.13,-1,0,-0.3,-0.1,0,0
0,-10.9,15.58,1.03,104.9,190.2,5.03,2829,0.2,0.4,2,0,8.96,2.34,15.58,0.131,0.129,-1,0,-0.4,-0.2,0,0
0,-10.87,15.73,1.01,104.9,190.2,4.9,2787,0.2,0.4,2,0,9.03,2.34,15.58,0.131,0.128,-1,0,-0.2,-0.2,0,0
0,-10.91,16.61,1.01,104.9,190.2,4.73,2751,0,0.1,2,0,9.19,2.34,16.46,0.131,0.127,-1,0,-0.4,-0.1,0,0
0,-10.92,17.2,0.98,104.9,190.2,4.72,2701,0.2,0.3,2,0,9.22,2.34,17.2,0.13,0.127,-1,0,-0.4,-0.2,0,0
0,-10.91,18.82,0.98,104.9,190.2,4.7,2680,0.2,0.3,2,0,9.21,2.34,18.38,0.13,0.126,-1,0,-0.2,-0.1,0,0
0,-10.89,19.26,0.96,104.9,190.2,4.66,2650,0.2,0.4,2,0,9.33,2.34,19.55,0.13,0.125,-1,0,-0.4,-0.1,0,0
0,-10.89,21.17,0.93,104.9,190.2,4.58,2620,0.1,0.2,2,0,9.26,2.34,21.46,0.13,0.124,-1,0,-0.4,-0.3,0,0
0,-10.89,23.81,0.93,104.9,190.2,4.49,2582,0.3,0.6,2,0,9.18,2.34,23.52,0.129,0.123,-1,0,-0.3,-0.2,0,0
0,-10.79,27.49,0.93,104.9,190.2,4.42,2548,0.4,0.8,2,0,9.05,2.34,27.05,0.129,0.118,-1,0,-0.4,-0.1,0,0
0,-10.8,31.16,0.93,104.9,190,4.22,2508,0.1,0.1,2,0,9.05,2.34,29.11,0.132,0.112,-1,0,-0.2,-0.2,0,0
0,-10.89,34.25,0.86,104.9,190,3.8,2476,-0.3,-0.7,2,0,9.07,2.34,33.08,0.132,0.105,-1,0,-0.3,-0.1,0,0
0,-10.97,35.13,0.86,104.9,190,3.6,2439,-0.7,-1.4,2,0,9.74,2.34,35.57,0.124,0.098,-1,0,-0.4,-0.1,0,0
0,-11.08,36.9,0.77,104.9,190,3.35,2402,-1.2,-2.6,2,0,9.96,2.34,37.34,0.116,0.092,-1,0,-0.4,-0.2,0,0
0,-11.25,38.51,0.77,104.9,190,2.93,2367,-1.5,-3.5,2,0,10.44,2.34,38.37,0.116,0.092,-1,0,-0.3,-0.2,0,0
0,-11.37,39.69,0.68,104.9,190,2.82,2335,-1.9,-4.4,2,0,10.66,2.34,39.54,0.104,0.093,-1,0,-0.4,-0.1,0,0
0,-11.42,39.98,0.64,104.9,190,2.81,2296,-2.1,-4.9,2,0,11.01,2.34,40.13,0.104,0.095,-1,0,-0.3,-0.3,0,0
0,-11.44,40.72,0.64,104.9,190,2.93,2267,-2.2,-5,2,0,10.83,2.34,40.42,0.101,0.096,-1,0,-0.2,-0.1,0,0
0,-11.45,40.57,0.61,104.9,190,2.92,2241,-2.1,-5,2,0,10.83,2.34,40.87,0.101,0.097,-1,0,-0.4,0,0,0
0,-11.42,41.01,0.61,104.9,190,2.92,2214,-2.1,-5.1,2,0,10.65,2.34,41.01,0.099,0.097,-1,0,-0.4,-0.2,0,0
0,-11.43,41.16,0.6,104.9,190,2.97,2177,-2.1,-5,2,0,10.33,2.34,41.16,0.099,0.097,-1,0,-0.3,-0.2,0,0
0,-11.41,41.01,0.6,104.9,190,2.97,2137,-2,-4.9,2,0,10,2.34,41.16,0.1,0.097,-1,0,-0.3,-0.1,0,0
0,-11.41,41.45,0.6,104.9,190,2.97,2099,-1.9,-4.6,2,0,9.75,2.34,41.16,0.101,0.098,-1,0,-0.4,-0.1,0,0
0,-11.39,41.89,0.6,104.9,190,2.9,2076,-1.8,-4.4,2,0,9.29,2.34,41.45,0.101,0.098,-1,0,-0.4,-0.2,0,0
0,-11.4,42.04,0.58,104.9,190,2.86,2041,-1.7,-4.4,2,0,9.27,2.34,41.75,0.103,0.098,-1,0,-0.2,-0.1,0,0
0,-11.39,41.89,0.58,104.9,190,2.86,2006,-1.6,-4.2,2,0,9,2.34,41.75,0.103,0.097,-1,0,-0.2,-0.1,0,0
0,-11.41,41.89,0.57,104.9,190,2.58,1955,-1.6,-4.4,2,0,8.6,2.34,41.89,0.103,0.097,-1,0,-0.4,-0.1,0,0
0,-11.42,42.04,0.54,104.9,190,2.54,1925,-1.5,-4.1,2,0,8.46,2.34,42.04,0.103,0.096,-1,0,-0.2,-0.2,0,0
0,-11.45,42.19,0.54,104.9,189.9,2.46,1896,-1.5,-4.3,2,0,8.15,2.34,41.89,0.1,0.096,-1,0,-0.2,0,0,0
0,-11.45,42.04,0.52,104.9,189.9,2.46,1867,-1.5,-4.4,2,0,8.06,2.34,41.89,0.1,0.096,-1,0,-0.3,0,0,0
0,-11.46,41.89,0.52,104.9,189.9,2.44,1816,-1.5,-4.2,2,0,7.47,2.34,41.89,0.101,0.094,-1,0,-0.4,-0.1,0,0
0,-11.42,42.04,0.5,104.9,189.9,2.36,1773,-1.3,-4,2,0,7.09,2.34,42.04,0.101,0.095,-1,0,-0.3,-0.2,0,0
